longitude latitude valor
-52.6582278481 -4.9322033898 102.3289081184
-52.5949367089 -4.9322033898 102.3828318746
-52.5316455696 -4.9322033898 102.4102601697
-52.4683544304 -4.9322033898 102.4102601697
-52.4050632911 -4.9322033898 102.3828318746
-52.3417721519 -4.9322033898 102.3289081184
-52.2784810127 -4.9322033898 102.2503018935
-52.2151898734 -4.9322033898 102.1496051474
-52.1518987342 -4.9322033898 102.0300469307
-52.0886075949 -4.9322033898 101.8953217206
-52.0253164557 -4.9322033898 101.7494006288
-51.9620253165 -4.9322033898 101.5963388890
-51.8987341772 -4.9322033898 101.4400924922
-51.8354430380 -4.9322033898 101.2843552214
-51.7721518987 -4.9322033898 101.1324248787
-51.7088607595 -4.9322033898 100.9871044852
-51.6455696203 -4.9322033898 100.8506410275
-51.5822784810 -4.9322033898 100.7247012370
-51.5189873418 -4.9322033898 100.6103812112
-51.4556962025 -4.9322033898 100.5082446172
-51.3924050633 -4.9322033898 100.4183828709
-51.3291139241 -4.9322033898 100.3404900934
-51.2658227848 -4.9322033898 100.2739457344
-51.2025316456 -4.9322033898 100.2178984200
-51.1392405063 -4.9322033898 100.1713456554
-51.0759493671 -4.9322033898 100.1332053260
-51.0126582278 -4.9322033898 100.1023763306
-50.9493670886 -4.9322033898 100.0777869970
-50.8860759494 -4.9322033898 100.0584310821
-50.8227848101 -4.9322033898 100.0433920661
-50.7594936709 -4.9322033898 100.0318570977
-50.6962025316 -4.9322033898 100.0231223282
-50.6329113924 -4.9322033898 100.0165915283
-50.5696202532 -4.9322033898 100.0117698438
-50.5063291139 -4.9322033898 100.0082543805
-50.4430379747 -4.9322033898 100.0057230527
-50.3797468354 -4.9322033898 100.0039228390
-50.3164556962 -4.9322033898 100.0026582921
-50.2531645570 -4.9322033898 100.0017808789
-50.1898734177 -4.9322033898 100.0011794935
-50.1265822785 -4.9322033898 100.0007723003
-50.0632911392 -4.9322033898 100.0004999267
-50.0000000000 -4.9322033898 100.0003199307
-55.0000000000 -4.8644067797 100.0004621155
-54.9367088608 -4.8644067797 100.0007221060
-54.8734177215 -4.8644067797 100.0011155289
-54.8101265823 -4.8644067797 100.0017036884
-54.7468354430 -4.8644067797 100.0025723438
-54.6835443038 -4.8644067797 100.0038397002
-54.6202531646 -4.8644067797 100.0056662417
-54.5569620253 -4.8644067797 100.0082665131
-54.4936708861 -4.8644067797 100.0119228230
-54.4303797468 -4.8644067797 100.0170006416
-54.3670886076 -4.8644067797 100.0239651969
-54.3037974684 -4.8644067797 100.0333984392
-54.2405063291 -4.8644067797 100.0460151473
-54.1772151899 -4.8644067797 100.0626765293
-54.1139240506 -4.8644067797 100.0843992406
-54.0506329114 -4.8644067797 100.1123573831
-53.9873417722 -4.8644067797 100.1478747996
-53.9240506329 -4.8644067797 100.1924049316
-53.8607594937 -4.8644067797 100.2474957279
-53.7974683544 -4.8644067797 100.3147376451
-53.7341772152 -4.8644067797 100.3956937151
-53.6708860759 -4.8644067797 100.4918119652
-53.6075949367 -4.8644067797 100.6043221402
-53.5443037975 -4.8644067797 100.7341205775
-53.4810126582 -4.8644067797 100.8816490960
-53.4177215190 -4.8644067797 101.0467756521
-53.3544303797 -4.8644067797 101.2286860720
-53.2911392405 -4.8644067797 101.4257971264
-53.2278481013 -4.8644067797 101.6357013488
-53.1645569620 -4.8644067797 101.8551531388
-53.1012658228 -4.8644067797 102.0801037459
-53.0379746835 -4.8644067797 102.3057897466
-52.9746835443 -4.8644067797 102.5268757531
-52.9113924051 -4.8644067797 102.7376476386
-52.8481012658 -4.8644067797 102.9322479269
-52.7848101266 -4.8644067797 103.1049406502
-52.7215189873 -4.8644067797 103.2503894182
-52.6582278481 -4.8644067797 103.3639301134
-52.5949367089 -4.8644067797 103.4418188656
-52.5316455696 -4.8644067797 103.4814369456
-52.4683544304 -4.8644067797 103.4814369456
-52.4050632911 -4.8644067797 103.4418188656
-52.3417721519 -4.8644067797 103.3639301134
-52.2784810127 -4.8644067797 103.2503894182
-52.2151898734 -4.8644067797 103.1049406502
-52.1518987342 -4.8644067797 102.9322479269
-52.0886075949 -4.8644067797 102.7376476386
-52.0253164557 -4.8644067797 102.5268757531
-51.9620253165 -4.8644067797 102.3057897466
-51.8987341772 -4.8644067797 102.0801037459
-51.8354430380 -4.8644067797 101.8551531388
-51.7721518987 -4.8644067797 101.6357013488
-51.7088607595 -4.8644067797 101.4257971264
-51.6455696203 -4.8644067797 101.2286860720
-51.5822784810 -4.8644067797 101.0467756521
-51.5189873418 -4.8644067797 100.8816490960
-51.4556962025 -4.8644067797 100.7341205775
-51.3924050633 -4.8644067797 100.6043221402
-51.3291139241 -4.8644067797 100.4918119652
-51.2658227848 -4.8644067797 100.3956937151
-51.2025316456 -4.8644067797 100.3147376451
-51.1392405063 -4.8644067797 100.2474957279
-51.0759493671 -4.8644067797 100.1924049316
-51.0126582278 -4.8644067797 100.1478747996
-50.9493670886 -4.8644067797 100.1123573831
-50.8860759494 -4.8644067797 100.0843992406
-50.8227848101 -4.8644067797 100.0626765293
-50.7594936709 -4.8644067797 100.0460151473
-50.6962025316 -4.8644067797 100.0333984392
-50.6329113924 -4.8644067797 100.0239651969
-50.5696202532 -4.8644067797 100.0170006416
-50.5063291139 -4.8644067797 100.0119228230
-50.4430379747 -4.8644067797 100.0082665131
-50.3797468354 -4.8644067797 100.0056662417
-50.3164556962 -4.8644067797 100.0038397002
-50.2531645570 -4.8644067797 100.0025723438
-50.1898734177 -4.8644067797 100.0017036884
-50.1265822785 -4.8644067797 100.0011155289
-50.0632911392 -4.8644067797 100.0007221060
-50.0000000000 -4.8644067797 100.0004621155
-55.0000000000 -4.7966101695 100.0006587821
-54.9367088608 -4.7966101695 100.0010294190
-54.8734177215 -4.7966101695 100.0015902743
-54.8101265823 -4.7966101695 100.0024287421
-54.7468354430 -4.7966101695 100.0036670788
-54.6835443038 -4.7966101695 100.0054737952
-54.6202531646 -4.7966101695 100.0080776741
-54.5569620253 -4.7966101695 100.0117845659
-54.4936708861 -4.7966101695 100.0169969238
-54.4303797468 -4.7966101695 100.0242357543
-54.3670886076 -4.7966101695 100.0341642769
-54.3037974684 -4.7966101695 100.0476121071
-54.2405063291 -4.7966101695 100.0655982189
-54.1772151899 -4.7966101695 100.0893503320
-54.1139240506 -4.7966101695 100.1203177689
-54.0506329114 -4.7966101695 100.1601743044
-53.9873417722 -4.7966101695 100.2108071806
-53.9240506329 -4.7966101695 100.2742883932
-53.8607594937 -4.7966101695 100.3528246649
-53.7974683544 -4.7966101695 100.4486833171
-53.7341772152 -4.7966101695 100.5640925749
-53.6708860759 -4.7966101695 100.7011167155
-53.6075949367 -4.7966101695 100.8615088366
-53.5443037975 -4.7966101695 101.0465467382
-53.4810126582 -4.7966101695 101.2568602679
-53.4177215190 -4.7966101695 101.4922611870
-53.3544303797 -4.7966101695 101.7515888268
-53.2911392405 -4.7966101695 102.0325861688
-53.2278481013 -4.7966101695 102.3318211802
-53.1645569620 -4.7966101695 102.6446670014
-53.1012658228 -4.7966101695 102.9653518199
-53.0379746835 -4.7966101695 103.2870849999
-52.9746835443 -4.7966101695 103.6022605257
-52.9113924051 -4.7966101695 103.9027324590
-52.8481012658 -4.7966101695 104.1801505062
-52.7848101266 -4.7966101695 104.4263375929
-52.7215189873 -4.7966101695 104.6336862744
-52.6582278481 -4.7966101695 104.7955474834
-52.5949367089 -4.7966101695 104.9065840380
-52.5316455696 -4.7966101695 104.9630627332
-52.4683544304 -4.7966101695 104.9630627332
-52.4050632911 -4.7966101695 104.9065840380
-52.3417721519 -4.7966101695 104.7955474834
-52.2784810127 -4.7966101695 104.6336862744
-52.2151898734 -4.7966101695 104.4263375929
-52.1518987342 -4.7966101695 104.1801505062
-52.0886075949 -4.7966101695 103.9027324590
-52.0253164557 -4.7966101695 103.6022605257
-51.9620253165 -4.7966101695 103.2870849999
-51.8987341772 -4.7966101695 102.9653518199
-51.8354430380 -4.7966101695 102.6446670014
-51.7721518987 -4.7966101695 102.3318211802
-51.7088607595 -4.7966101695 102.0325861688
-51.6455696203 -4.7966101695 101.7515888268
-51.5822784810 -4.7966101695 101.4922611870
-51.5189873418 -4.7966101695 101.2568602679
-51.4556962025 -4.7966101695 101.0465467382
-51.3924050633 -4.7966101695 100.8615088367
-51.3291139241 -4.7966101695 100.7011167155
-51.2658227848 -4.7966101695 100.5640925749
-51.2025316456 -4.7966101695 100.4486833171
-51.1392405063 -4.7966101695 100.3528246649
-51.0759493671 -4.7966101695 100.2742883932
-51.0126582278 -4.7966101695 100.2108071806
-50.9493670886 -4.7966101695 100.1601743044
-50.8860759494 -4.7966101695 100.1203177689
-50.8227848101 -4.7966101695 100.0893503320
-50.7594936709 -4.7966101695 100.0655982189
-50.6962025316 -4.7966101695 100.0476121071
-50.6329113924 -4.7966101695 100.0341642769
-50.5696202532 -4.7966101695 100.0242357543
-50.5063291139 -4.7966101695 100.0169969238
-50.4430379747 -4.7966101695 100.0117845659
-50.3797468354 -4.7966101695 100.0080776741
-50.3164556962 -4.7966101695 100.0054737952
-50.2531645570 -4.7966101695 100.0036670788
-50.1898734177 -4.7966101695 100.0024287421
-50.1265822785 -4.7966101695 100.0015902743
-50.0632911392 -4.7966101695 100.0010294190
-50.0000000000 -4.7966101695 100.0006587821
-55.0000000000 -4.7288135593 100.0009268931
-54.9367088608 -4.7288135593 100.0014483717
-54.8734177215 -4.7288135593 100.0022374838
-54.8101265823 -4.7288135593 100.0034171910
-54.7468354430 -4.7288135593 100.0051595056
-54.6835443038 -4.7288135593 100.0077015191
-54.6202531646 -4.7288135593 100.0113651240
-54.5569620253 -4.7288135593 100.0165806458
-54.4936708861 -4.7288135593 100.0239143278
-54.4303797468 -4.7288135593 100.0340992160
-54.3670886076 -4.7288135593 100.0480684464
-54.3037974684 -4.7288135593 100.0669892714
-54.2405063291 -4.7288135593 100.0922953667
-54.1772151899 -4.7288135593 100.1257141092
-54.1139240506 -4.7288135593 100.1692846664
-54.0506329114 -4.7288135593 100.2253620053
-53.9873417722 -4.7288135593 100.2966014378
-53.9240506329 -4.7288135593 100.3859182194
-53.8607594937 -4.7288135593 100.4964171646
-53.7974683544 -4.7288135593 100.6312883488
-53.7341772152 -4.7288135593 100.7936668394
-53.6708860759 -4.7288135593 100.9864570327
-53.6075949367 -4.7288135593 101.2121255019
-53.5443037975 -4.7288135593 101.4724700854
-53.4810126582 -4.7288135593 101.7683769663
-53.4177215190 -4.7288135593 102.0995812966
-53.3544303797 -4.7288135593 102.4644500386
-53.2911392405 -4.7288135593 102.8598076132
-53.2278481013 -4.7288135593 103.2808252197
-53.1645569620 -4.7288135593 103.7209929602
-53.1012658228 -4.7288135593 104.1721900112
-53.0379746835 -4.7288135593 104.6248620858
-52.9746835443 -4.7288135593 105.0683076735
-52.9113924051 -4.7288135593 105.4910656041
-52.8481012658 -4.7288135593 105.8813871833
-52.7848101266 -4.7288135593 106.2277674332
-52.7215189873 -4.7288135593 106.5195028325
-52.6582278481 -4.7288135593 106.7472382787
-52.5949367089 -4.7288135593 106.9034644643
-52.5316455696 -4.7288135593 106.9829288458
-52.4683544304 -4.7288135593 106.9829288458
-52.4050632911 -4.7288135593 106.9034644643
-52.3417721519 -4.7288135593 106.7472382787
-52.2784810127 -4.7288135593 106.5195028325
-52.2151898734 -4.7288135593 106.2277674332
-52.1518987342 -4.7288135593 105.8813871833
-52.0886075949 -4.7288135593 105.4910656041
-52.0253164557 -4.7288135593 105.0683076735
-51.9620253165 -4.7288135593 104.6248620858
-51.8987341772 -4.7288135593 104.1721900112
-51.8354430380 -4.7288135593 103.7209929602
-51.7721518987 -4.7288135593 103.2808252197
-51.7088607595 -4.7288135593 102.8598076132
-51.6455696203 -4.7288135593 102.4644500386
-51.5822784810 -4.7288135593 102.0995812966
-51.5189873418 -4.7288135593 101.7683769663
-51.4556962025 -4.7288135593 101.4724700854
-51.3924050633 -4.7288135593 101.2121255019
-51.3291139241 -4.7288135593 100.9864570327
-51.2658227848 -4.7288135593 100.7936668394
-51.2025316456 -4.7288135593 100.6312883488
-51.1392405063 -4.7288135593 100.4964171646
-51.0759493671 -4.7288135593 100.3859182194
-51.0126582278 -4.7288135593 100.2966014378
-50.9493670886 -4.7288135593 100.2253620054
-50.8860759494 -4.7288135593 100.1692846664
-50.8227848101 -4.7288135593 100.1257141092
-50.7594936709 -4.7288135593 100.0922953667
-50.6962025316 -4.7288135593 100.0669892714
-50.6329113924 -4.7288135593 100.0480684464
-50.5696202532 -4.7288135593 100.0340992160
-50.5063291139 -4.7288135593 100.0239143278
-50.4430379747 -4.7288135593 100.0165806458
-50.3797468354 -4.7288135593 100.0113651240
-50.3164556962 -4.7288135593 100.0077015191
-50.2531645570 -4.7288135593 100.0051595056
-50.1898734177 -4.7288135593 100.0034171910
-50.1265822785 -4.7288135593 100.0022374838
-50.0632911392 -4.7288135593 100.0014483717
-50.0000000000 -4.7288135593 100.0009268931
-55.0000000000 -4.6610169492 100.0012871054
-54.9367088608 -4.6610169492 100.0020112428
-54.8734177215 -4.6610169492 100.0031070224
-54.8101265823 -4.6610169492 100.0047451914
-54.7468354430 -4.6610169492 100.0071646101
-54.6835443038 -4.6610169492 100.0106945095
-54.6202531646 -4.6610169492 100.0157818769
-54.5569620253 -4.6610169492 100.0230242723
-54.4936708861 -4.6610169492 100.0332079947
-54.4303797468 -4.6610169492 100.0473509685
-54.3670886076 -4.6610169492 100.0667489684
-54.3037974684 -4.6610169492 100.0930228684
-54.2405063291 -4.6610169492 100.1281635041
-54.1772151899 -4.6610169492 100.1745695512
-54.1139240506 -4.6610169492 100.2350726456
-54.0506329114 -4.6610169492 100.3129429495
-53.9873417722 -4.6610169492 100.4118676910
-53.9240506329 -4.6610169492 100.5358950622
-53.8607594937 -4.6610169492 100.6893364809
-53.7974683544 -4.6610169492 100.8766217605
-53.7341772152 -4.6610169492 101.1021043289
-53.6708860759 -4.6610169492 101.3698172987
-53.6075949367 -4.6610169492 101.6831858111
-53.5443037975 -4.6610169492 102.0447063867
-53.4810126582 -4.6610169492 102.4556095997
-53.4177215190 -4.6610169492 102.9155276763
-53.3544303797 -4.6610169492 103.4221929420
-53.2911392405 -4.6610169492 103.9711957136
-53.2278481013 -4.6610169492 104.5558306052
-53.1645569620 -4.6610169492 105.1670578208
-53.1012658228 -4.6610169492 105.7936005947
-53.0379746835 -4.6610169492 106.4221916209
-52.9746835443 -4.6610169492 107.0379705316
-52.9113924051 -4.6610169492 107.6250220780
-52.8481012658 -4.6610169492 108.1670317486
-52.7848101266 -4.6610169492 108.6480234619
-52.7215189873 -4.6610169492 109.0531340581
-52.6582278481 -4.6610169492 109.3693728231
-52.5949367089 -4.6610169492 109.5863121570
-52.5316455696 -4.6610169492 109.6966582549
-52.4683544304 -4.6610169492 109.6966582549
-52.4050632911 -4.6610169492 109.5863121570
-52.3417721519 -4.6610169492 109.3693728231
-52.2784810127 -4.6610169492 109.0531340581
-52.2151898734 -4.6610169492 108.6480234619
-52.1518987342 -4.6610169492 108.1670317486
-52.0886075949 -4.6610169492 107.6250220780
-52.0253164557 -4.6610169492 107.0379705316
-51.9620253165 -4.6610169492 106.4221916209
-51.8987341772 -4.6610169492 105.7936005947
-51.8354430380 -4.6610169492 105.1670578208
-51.7721518987 -4.6610169492 104.5558306052
-51.7088607595 -4.6610169492 103.9711957136
-51.6455696203 -4.6610169492 103.4221929420
-51.5822784810 -4.6610169492 102.9155276763
-51.5189873418 -4.6610169492 102.4556095997
-51.4556962025 -4.6610169492 102.0447063867
-51.3924050633 -4.6610169492 101.6831858112
-51.3291139241 -4.6610169492 101.3698172988
-51.2658227848 -4.6610169492 101.1021043289
-51.2025316456 -4.6610169492 100.8766217606
-51.1392405063 -4.6610169492 100.6893364810
-51.0759493671 -4.6610169492 100.5358950622
-51.0126582278 -4.6610169492 100.4118676910
-50.9493670886 -4.6610169492 100.3129429496
-50.8860759494 -4.6610169492 100.2350726456
-50.8227848101 -4.6610169492 100.1745695512
-50.7594936709 -4.6610169492 100.1281635041
-50.6962025316 -4.6610169492 100.0930228684
-50.6329113924 -4.6610169492 100.0667489684
-50.5696202532 -4.6610169492 100.0473509685
-50.5063291139 -4.6610169492 100.0332079947
-50.4430379747 -4.6610169492 100.0230242723
-50.3797468354 -4.6610169492 100.0157818769
-50.3164556962 -4.6610169492 100.0106945095
-50.2531645570 -4.6610169492 100.0071646101
-50.1898734177 -4.6610169492 100.0047451914
-50.1265822785 -4.6610169492 100.0031070224
-50.0632911392 -4.6610169492 100.0020112428
-50.0000000000 -4.6610169492 100.0012871054
-55.0000000000 -4.5932203390 100.0017639863
-54.9367088608 -4.5932203390 100.0027564213
-54.8734177215 -4.5932203390 100.0042581943
-54.8101265823 -4.5932203390 100.0065033155
-54.7468354430 -4.5932203390 100.0098191446
-54.6835443038 -4.5932203390 100.0146568945
-54.6202531646 -4.5932203390 100.0216291646
-54.5569620253 -4.5932203390 100.0315549145
-54.4936708861 -4.5932203390 100.0455117720
-54.4303797468 -4.5932203390 100.0648948093
-54.3670886076 -4.5932203390 100.0914798939
-54.3037974684 -4.5932203390 100.1274884441
-54.2405063291 -4.5932203390 100.1756489131
-54.1772151899 -4.5932203390 100.2392487015
-54.1139240506 -4.5932203390 100.3221685845
-54.0506329114 -4.5932203390 100.4288903409
-53.9873417722 -4.5932203390 100.5644673403
-53.9240506329 -4.5932203390 100.7344476566
-53.8607594937 -4.5932203390 100.9447401156
-53.7974683544 -4.5932203390 101.2014158055
-53.7341772152 -4.5932203390 101.5104411271
-53.6708860759 -4.5932203390 101.8773434878
-53.6075949367 -4.5932203390 102.3068170655
-53.5443037975 -4.5932203390 102.8022833580
-53.4810126582 -4.5932203390 103.3654288751
-53.4177215190 -4.5932203390 103.9957495806
-53.3544303797 -4.5932203390 104.6901376118
-53.2911392405 -4.5932203390 105.4425494693
-53.2278481013 -4.5932203390 106.2437953782
-53.1645569620 -4.5932203390 107.0814862396
-53.1012658228 -4.5932203390 107.9401671729
-53.0379746835 -4.5932203390 108.8016552492
-52.9746835443 -4.5932203390 109.6455842382
-52.9113924051 -4.5932203390 110.4501421884
-52.8481012658 -4.5932203390 111.1929699555
-52.7848101266 -4.5932203390 111.8521722166
-52.7215189873 -4.5932203390 112.4073789150
-52.6582278481 -4.5932203390 112.8407861925
-52.5949367089 -4.5932203390 113.1381029559
-52.5316455696 -4.5932203390 113.2893329985
-52.4683544304 -4.5932203390 113.2893329985
-52.4050632911 -4.5932203390 113.1381029559
-52.3417721519 -4.5932203390 112.8407861925
-52.2784810127 -4.5932203390 112.4073789150
-52.2151898734 -4.5932203390 111.8521722166
-52.1518987342 -4.5932203390 111.1929699555
-52.0886075949 -4.5932203390 110.4501421884
-52.0253164557 -4.5932203390 109.6455842383
-51.9620253165 -4.5932203390 108.8016552493
-51.8987341772 -4.5932203390 107.9401671730
-51.8354430380 -4.5932203390 107.0814862396
-51.7721518987 -4.5932203390 106.2437953783
-51.7088607595 -4.5932203390 105.4425494694
-51.6455696203 -4.5932203390 104.6901376119
-51.5822784810 -4.5932203390 103.9957495807
-51.5189873418 -4.5932203390 103.3654288753
-51.4556962025 -4.5932203390 102.8022833582
-51.3924050633 -4.5932203390 102.3068170657
-51.3291139241 -4.5932203390 101.8773434880
-51.2658227848 -4.5932203390 101.5104411274
-51.2025316456 -4.5932203390 101.2014158057
-51.1392405063 -4.5932203390 100.9447401159
-51.0759493671 -4.5932203390 100.7344476568
-51.0126582278 -4.5932203390 100.5644673405
-50.9493670886 -4.5932203390 100.4288903411
-50.8860759494 -4.5932203390 100.3221685847
-50.8227848101 -4.5932203390 100.2392487016
-50.7594936709 -4.5932203390 100.1756489132
-50.6962025316 -4.5932203390 100.1274884442
-50.6329113924 -4.5932203390 100.0914798940
-50.5696202532 -4.5932203390 100.0648948093
-50.5063291139 -4.5932203390 100.0455117721
-50.4430379747 -4.5932203390 100.0315549145
-50.3797468354 -4.5932203390 100.0216291647
-50.3164556962 -4.5932203390 100.0146568945
-50.2531645570 -4.5932203390 100.0098191446
-50.1898734177 -4.5932203390 100.0065033155
-50.1265822785 -4.5932203390 100.0042581943
-50.0632911392 -4.5932203390 100.0027564213
-50.0000000000 -4.5932203390 100.0017639863
-55.0000000000 -4.5254237288 100.0023860136
-54.9367088608 -4.5254237288 100.0037284070
-54.8734177215 -4.5254237288 100.0057597441
-54.8101265823 -4.5254237288 100.0087965533
-54.7468354430 -4.5254237288 100.0132816298
-54.6835443038 -4.5254237288 100.0198252959
-54.6202531646 -4.5254237288 100.0292561693
-54.5569620253 -4.5254237288 100.0426819961
-54.4936708861 -4.5254237288 100.0615604038
-54.4303797468 -4.5254237288 100.0877784029
-54.3670886076 -4.5254237288 100.1237380782
-54.3037974684 -4.5254237288 100.1724441777
-54.2405063291 -4.5254237288 100.2375872777
-54.1772151899 -4.5254237288 100.3236140019
-54.1139240506 -4.5254237288 100.4357735874
-54.0506329114 -4.5254237288 100.5801282045
-53.9873417722 -4.5254237288 100.7635131721
-53.9240506329 -4.5254237288 100.9934329589
-53.8607594937 -4.5254237288 101.2778799962
-53.7974683544 -4.5254237288 101.6250661951
-53.7341772152 -4.5254237288 102.0430618646
-53.6708860759 -4.5254237288 102.5393435189
-53.6075949367 -4.5254237288 103.1202606253
-53.5443037975 -4.5254237288 103.7904411901
-53.4810126582 -4.5254237288 104.5521664306
-53.4177215190 -4.5254237288 105.4047545739
-53.3544303797 -4.5254237288 106.3440018448
-53.2911392405 -4.5254237288 107.3617336487
-53.2278481013 -4.5254237288 108.4455196579
-53.1645569620 -4.5254237288 109.5786020555
-53.1012658228 -4.5254237288 110.7400761692
-53.0379746835 -4.5254237288 111.9053472972
-52.9746835443 -4.5254237288 113.0468675481
-52.9113924051 -4.5254237288 114.1351335102
-52.8481012658 -4.5254237288 115.1399016248
-52.7848101266 -4.5254237288 116.0315557098
-52.7215189873 -4.5254237288 116.7825426979
-52.6582278481 -4.5254237288 117.3687806285
-52.5949367089 -4.5254237288 117.7709389983
-52.5316455696 -4.5254237288 117.9754966784
-52.4683544304 -4.5254237288 117.9754966784
-52.4050632911 -4.5254237288 117.7709389983
-52.3417721519 -4.5254237288 117.3687806285
-52.2784810127 -4.5254237288 116.7825426979
-52.2151898734 -4.5254237288 116.0315557098
-52.1518987342 -4.5254237288 115.1399016248
-52.0886075949 -4.5254237288 114.1351335102
